 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	      	    	  	  	    Title",Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
InterContinental Hotels Group Stem Energy Optimization System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The InterContinental San Francisco opened in February 2008 and is a LEED EBOM Gold Certified building.    The InterContinental San Francisco has already benefited from traditional energy conservation and efficiency measures. Additional measures would have been difficult without compromising the comfort of hotel guests.  Harry Hobbs, IHG&#039;s Western Area Director of Engineering, was looking for a way to tackle high demand charges due to load spikes, which are not addressed through standard energy efficiency measures.   After hearing about the Stem system, Harry decided to deploy systems in both San Francisco InterContinental hotels.  Harry was able to take advantage of the California Self-Generation Incentive Program (SGIP) to cover 60% of the system installation cost.  Stem&#039;s solution was installed in November 2012 and immediately began leveraging the proprietary combination of big data, predictive analytics, and energy storage to effectively &quot;hybridize&quot; the hotels by intelligently switching between battery power and grid power to reduce energy costs.    Independent verification of results was conducted by corporate staff using a third party revenue-grade meter and simulated load.  As a result, IGH has committed to purchasing Stem systems for is California portfolio of 16 hotels in 2013, with a projected savings of $2.2 million over the next 10 years.",15,38,0,,"Electric Bill Management, ",San Francisco,California,United States,,DD.09.YYYY,,,CAISO,Pacific Gas and Electric,Investor Owned,Secondary Distribution,Stem,0,Performance metrics not available.,0,0,,,DD.33.YYYY 14:33:52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEP CCNY Demonstration,Electro-chemical,Flow Battery,Zinc-nickel Oxide Flow Battery,Operational,"In partnership with the CUNY Energy Institute, Urban Electric Power (UEP) has recently constructed a 100kW energy storage system utilizing the advanced Zn-NiO battery technology that can undergo over 5,000 deep discharge cycles with a high total system energy efficiency of &amp;gt;85%. The 100kW battery installation in the basement of Steinman Hall at the Grove School of Engineering at CCNY will allow the school to reduce their peak power usage, resulting in significant electrical energy savings. The system is rated for 100kW and is being installed in 2 phases; the first phase, which will be operational in June 2013, will allow the delivery of the rated power for a period of 30 minutes. The second phase will be completed by the end of 2013 and will increase the capacity of the system to 200kWh, allowing the delivery of the rated power over 2 hours.",100,41,0,,"Electric Bill Management, ",New York,New York,United States,,DD.06.YYYY,,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,Secondary Distribution,CUNY Energy Institute,0,High total system energy efficiency &gt;85%,0,0,CUNY Energy Institute,,DD.50.YYYY 20:50:38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Peak Shaving Battery at BMW Technology,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,"2nd Life Battery System at BMW Technology Office USA BMW of North America has installed a Battery Storage system at its Technology Office in Mountain View. It consists of a 100 kW inverter and 8 used battery packs from former MINI E EVs, once driving on California roads. A total of 240kWh lithium iron phosphate battery housed in a shipping container. The system is used for multiple use cases, e.g. Demand Response programs, Peak Demand Shaving, and Photo-Voltaic Energy Storage, and Uninterruptable Power Supply for power outages. The system is fully integrated into an advanced building energy management system, and is connected to a 100 kW solar array as well as a network of EV charging stations, including several DC fast charging stations.",100,37,0,,"Demand Response, Electric Bill Management with Renewables, Grid-Connected Residential (Reliability), Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, ",Mountain View,California,United States,DD.01.YYYY,DD.02.YYYY,DD.07.YYYY,,CAISO,,Investor Owned,,BMW Group,10,,0,0,,,DD.28.YYYY 19:28:44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
SkyGrid Energy,Electro-chemical,Lithium-ion Battery,Lithium Ion Titanate Battery,Operational,"Off-grid 100kW wind powered commercial scale water pumping system utilizing a grid forming 100kW 4-quadrant 3-phase inverter, 100kW lithium titanate battery bank, variable frequency drive and PCL based supervisory controls to operate a 50hp submersible pump.  This completely off-grid system is capable of producing over 30 million gallons of water per year. Can also utilize solar as a source of renewable energy.",100,20,0,,"On-Site Power, Distribution upgrade due to wind, Distribution upgrade due to solar, Electric Supply Capacity, Electric Bill Management with Renewables, ",North Kohala,Hawaii,United States,DD.05.YYYY,DD.05.YYYY,DD.04.YYYY,,N/A,Hawaiian Electric Company,,,Gen-X Energy Development LLC,25,"200,000kW &amp; &gt;30 million gallons of water per year",1794000,6,Sustainable Power Systems,System Design,DD.10.YYYY 19:10:40,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ice Energy Storage at Staples Retailer,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"Staples installed Ice Bear distributed energy storage units at its Howell, NJ retail outlet in 2008. It is a representative single-story Staples retail store cooled by a 60-ton array of Lennox high efficiency units. The Ice Bear system supplements a commercial building’s AC unit by using more efficient, lower cost off-peak energy at night to make ice. The ice produced cools the building – rather than the AC unit’s compressor – during the warmest daytime peak hours.",38,40.1421639,-74.23,,"Electric Bill Management, Electric Energy Time Shift, ",Howell,New Jersey,United States,09.05.2013,,,,PJM,Jersey Central Power and Light Company,Investor Owned,Secondary Distribution,,0,"Previously, on an average summer day, the Staples store in Howell store experienced a daily load profile of approximately 150-160 kilowatts. With the Ice Bear storage units installed, the daily load profile dropped to 120-130 kilowatts, a reduction of nearly 25%.",0,0,,,DD.56.YYYY 18:56:06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ice Energy Manufacturing Facility Project,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"Combining Northern Colorado’s hot, dry summers with FiberLok’s temperature-sensitive manufacturing process was yielding some truly challenging numbers for the company. Whenever the outside temperature topped 95 degrees, temperatures in the plant’s process area would exceed tolerance, and humidity would drop below acceptable levels. This resulted in lost production time and increased product-return costs. FiberLok adopted a night-shift-only summer schedule, adding $20,000 in overtime costs to a $11,000 monthly utility bill. All the while, the company continued to search for a solution that wouldn&#039;t increase its peak energy load, didn&#039;t require extra equipment to keep the relative humidity within acceptable levels, and wouldn’t necessitate excessive modification to the building’s existing air ducting. FiberLok installed two Ice Bear energy storage systems from Ice Energy to address these issues.",24,40.5787485,-105,,"Electric Bill Management, Electric Energy Time Shift, ",Fort Collins,Colorado,United States,09.05.2013,,,,N/A,Xcel Energy,Investor Owned,Secondary Distribution,,0,Utility bills were reduced 15%,0,0,,,DD.54.YYYY 18:54:54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Park Marina Building,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"The new Park Marina building, housing the Social Security Administration, needed efficient, sustainable HVAC systems. The Imperial Group development company teamed with architect Nichols Melburg &amp;amp; Rossetto, Redding Electric Utility (REU), Trane, Ice Energy and Timberline Heating and Air to install eleven Ice Bear® energy storage units, each coupled with a Trane high-efficiency Precedent™ rooftop air conditioner.  The energy storage system helps to reduce ratepayer costs by shifting the air conditioning load to nighttime when energy costs are less and the compressors run more efficiently.",132,41,0,,"Electric Bill Management, Electric Energy Time Shift, ",Redding,California,United States,DD.05.YYYY,,,,CAISO,Redding Electric Utility,,Secondary Distribution,Redding Electric Utility (REU),0,Performance metrics not available.,0,0,,,DD.13.YYYY 17:13:49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Encinitas Civic Center,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"As part of a energy retrofit for the City of Encinitas’ Civic Center, designers and engineers considered several eco-minded options that would reduce the center’s energy consumption while lowering costs — and then employed them all. Installing photovoltaic panels on the building’s rooftop was considered and incorporated. So were skylights and light tubes. But perhaps the pièce de résistance is a thermal energy storage solution that keeps the building cool using hardly any electricity during the day. Thermal energy storage works at night by temporarily storing energy — in this case in the form of ice — in large IceBank® storage tanks so the energy can be used during peak energy demand periods. The project is LEED Silver CERTIFIED, recipient of the AEE 2009 Renewable Energy Project of the Year and the system has earned a San Diego Energy Efficiency award.",75,33.044753,-117.27,,"Electric Bill Management, Electric Energy Time Shift, ",Encinitas,California,United States,09.05.2013,,,,CAISO,San Diego Gas and Electric,Investor Owned,Secondary Distribution,,0,"Annual Energy Savings: 218 kW; 345,634kWh, 999 Therms; Annual Emissions Savings: 312,019 lbs CO2 (GHG); 578 lbs NOx (smog); 650 lbs SO2 (acid rain)",0,0,,,DD.27.YYYY 21:27:44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CALMAC Centex Building,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Offline/Under Repair,"The building consists of 176,384 rentable sq ft plus a parking garage of 180,000 sq ft. While utilizing many energy-saving features from lighting to insulation, a key part of the building’s efficiency is attributable to its cooling system. By combining thermal energy storage (14 Ice Bank tanks) with a Trane screw-type water-cooled chiller, the building’s peak electrical load is significantly reduced.  The advantage of thermal energy storage is that it shifts electrical usage to inexpensive off-peak hours.  * This installation is no longer being utilized regularly, only in &#039;emergency&#039; situations.",205,33,0,,"Electric Bill Management, Electric Energy Time Shift, ",Dallas,Texas,United States,DD.05.YYYY,,,,ERCOT,,,Secondary Distribution,,0,Building uses 28.4 kBtu/ft2 yr,0,0,,,DD.16.YYYY 20:16:29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SCE Irvine Smart Grid Demonstration: CES,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,"Southern California Edison (SCE) and its partners will deploy advanced Smart Grid (SG) technologies in an integrated system to be more reliable, secure, economic, efficient, safe, and environmentally friendly. The technology demonstrations will include three main areas: (1) Energy Smart Customer Devices such as smart appliances, home scale energy storage, and photovoltaic solar systems to achieve Zero Net Energy homes and Zero Grid Impact electric vehicle charging at work; (2) Year 2020 Distribution System including distribution automation with looped circuit topology, advanced voltage/VAR control, advanced distribution equipment, smart metering, utility-scale storage, and dispatched renewable distributed generation; and (3) a Secure Energy Network to demonstrate end-to-end management of a complex high performance telecommunication system linking the CAISO to SCE’s back office, field networks, and energy smart devices in the home. Other specific aspects of sub-projects include: distribution circuit constraint management, enhanced circuit efficiency and power quality, self-healing circuits, deep grid situational awareness, and end-to-end cyber security and interoperability. The demonstration will be conducted in Irvine, California and will include two 12kV distribution circuits fed by SCE’s MacArthur Substation, residential homes, and EV charging in a parking lot at the University of California, Irvine.  A Community Energy Storage (CES) system manufactured by the S&amp;amp;C Electric Company was installed as part of the ISGD Project and fully commissioned by July 31, 2013. The CES includes a 25 kW power conversion system and a total of 50 kWh of Kokam lithium-ion batteries. The CES is controlled remotely using utility communication protocols to a Distributed Energy Manager server. It includes autonomous modes which allow it to actively adjust its real and/or reactive power to affect the local loading of the circuit. The CES is connected to a residential service transformer serving a block of customers, and is also capable of islanding the block of homes by disconnecting from the grid in the event of an outage.",25,33.6387024,-117.84,,"Load Following (Tertiary Balancing), Voltage Support, Electric Energy Time Shift, Grid-Connected Residential (Reliability), ",Irvine,California,United States,,31.07.2013,,,CAISO,Southern California Edison,Investor Owned,,S&amp;C Electric Company,2,Performance metrics not available.,0,0,"UC Irvine, Electric Power Research Institute (EPRI)",,DD.33.YYYY 22:33:54,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
SCE Irvine Smart Grid Demonstration: Solar Car Charging Station,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Southern California Edison (SCE) and its partners will deploy advanced Smart Grid SG) technologies in an integrated system to be more reliable, secure, economic, efficient, safe, and environmentally friendly. The technology demonstrations will include three main areas: (1) Energy Smart Customer Devices such as smart appliances, home scale energy storage, and photovoltaic (PV) solar systems to achieve Zero Net Energy homes and Zero Grid Impact electric vehicle (EV) charging at work; (2) Year 2020 Distribution System including distribution automation with looped circuit topology, advanced voltage/VAR control, advanced distribution equipment, smart metering, utility-scale storage, and dispatched renewable distributed generation; and (3) a Secure Energy Network to demonstrate end-to-end management of a complex high performance telecommunication system linking the CAISO to SCE’s back office, field networks, and energy smart devices in the home. Other specific aspects of sub-projects include: distribution circuit constraint management, enhanced circuit efficiency and power quality, self-healing circuits, deep grid situational awareness, and end-to-end cyber security and interoperability. The demonstration will be conducted in Irvine, California and will include two 12kV distribution circuits fed by SCE’s MacArthur Substation, residential homes, and EV charging in a parking lot at the University of California, Irvine.",100,33.6839473,-117.79,,"Electric Bill Management with Renewables, Electric Energy Time Shift, ",Irvine,California,United States,21.05.2013,,,,CAISO,Southern California Edison,Investor Owned,,,0,Performance metrics not available.,0,0,"UC Irvine, Electric Power Research Institute (EPRI)",,DD.18.YYYY 21:18:51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
McAlpine Energy Storage System - Duke Energy / BYD,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,200 kW / 500 kWh BYD LiFePO4 system used for both energy shifting and renewable smoothing of an adjacent 50 kW solar farm.,200,35,0,,"Electric Energy Time Shift, Renewables Capacity Firming, Renewables Energy Time Shift, ",Charlotte,North Carolina,United States,,DD.11.YYYY,,,N/A,Duke Energy,Investor Owned,Primary Distribution,Utility Partners of America (UPA),25,,0,0,,,DD.08.YYYY 21:08:05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Clay Terrace Plug-In Ecosystem,Electro-chemical,Lithium-ion Battery,Lithium Ion Titanate Battery,Operational,75 kW / 42 kWh Toshiba battery co-located with 9.8 kW of solar generation along with 2 L2 electric vehicle chargers and one DC EVSE which is optimized by utilizing Toshiba&#039;s microEMS system.,75,39.978371,-86.12,,"Electric Bill Management with Renewables, Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",Carmel,Indiana,United States,,30.01.2013,,,MISO,Duke Energy,Investor Owned,,,0,,0,0,,,DD.08.YYYY 21:08:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
Benton PUD Battery Energy Storage,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Offline/Under Repair,"Benton PUD wished to demonstrate that energy storage could charge when the nearby Nine Canyon Wind farm was producing wind energy, and then discharge this energy during the Public Utility District&#039;s peak demand periods. Wind energy would then be better used and the utility’s demand curve would also be flatter.  This project is part of the Pacific Northwest Smart Grid Demonstration Project funded by the Department of Energy.",10,46,0,,"Electric Energy Time Shift, Renewables Capacity Firming, Renewables Energy Time Shift, ",Kennewick,Washington,United States,DD.05.YYYY,,,DD.10.YYYY,N/A,Public Utility District No. 1 of Benton County,Public Owned,Secondary Distribution,Battelle Memorial Institute,0,,0,0,Battelle Memorial Institute,"Battelle is the world’s largest nonprofit research and development organization, with over 22,000 employees at more than 130 locations globally. A 501(c)(3) charitable trust, Battelle was founded on industrialist Gordon Battelle’s vision that business and scientific interests can go hand-in-hand as forces for positive change.",DD.38.YYYY 19:38:34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
SMUD 2500 R St. Housing Development,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,"Every 2500 R home comes with its own Sunverge Solar Integration System (SIS). Integrated with solar PV and demand response Programmable Communicating Thermostats, SIS units will provide energy services to each home with additional energy reserves aggregated and delivered to SMUD as Demand Response capacity.   This project will provide a benchmark for how energy storage, solar, and smart devices can be controlled and aggregated in order to provide multiple grid management benefits.  In addition, it will demonstrate how these systems can be simultaneously used on the customer side of the meter to manage demand, lower electricity costs, and provide backup power in the case of a grid outage.  In total, there are 34 residential energy storage systems in the housing development rated at 4.5 kW/ 11.64 kWh each.",153,39,0,,"Electric Bill Management with Renewables, Electric Supply Capacity, Grid-Connected Residential (Reliability), Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",Sacramento,California,United States,,DD.10.YYYY,,,BANC,Sacramento Municipal Utility District,Public Owned,Secondary Distribution,Pacific Housing,0,Performance metrics under development.,0,0,,,DD.33.YYYY 01:33:00,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
SDG&amp;E Borrego Springs Microgrid Demonstration Project: Home Energy Storage,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The San Diego Gas and Electric (SDG&amp;amp;E) microgrid project integrates a U.S. Department of Energy (DOE) component - focused on utility-side applications, and a California Energy Commission (CEC) portion , which focuses on customer-side applications. Goals of the DOE portion include achieving a greater than 15 percent reduction in feeder peak load, exploring microgrid islanding, and improving system reliability.   Borrego Substation, with a peak load of over 10 MW, was selected as the demonstration site since it provides a unique opportunity to explore microgrid islanding of an entire distribution feeder. The project involves integration of five technologies, including distributed energy resources (DER) and VAR management, feeder automation system technologies (FAST), advanced energy storage, an outage/distribution management system, and price-driven load management. The project team will also perform a cost/benefit analysis for full-scale deployment.  As a part of this project, SDG&amp;amp;E is planning to install up to six 4.5 kW/6.6 kWh Li-ion batteries at multiple residences and/or small commercial with charge/discharge commands sent via cloud based networking.",24,33.2558717,-116.38,,"Distribution upgrade due to solar, Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, ",Borrego Springs,California,United States,,01.09.2012,,,CAISO,San Diego Gas and Electric,Investor Owned,Secondary Distribution,San Diego Gas and Electric,0,http://theenergycollective.com/christine-hertzog/401401/four-important-lessons-borrego-springs-microgrid-pilot,0,0,,,DD.34.YYYY 23:34:58,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Allegheny Power Demonstration Project (RDSI) - West Virginia Super Circuit,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"One component of the Super Circuit project is a microgrid: a small generation and distribution grid that can be self-sufficient locally but also operates tied to the utility grid. Microgrids are conceived of as a way of integrating home- or neighborhood-scale generation sources into the larger system and a way of reducing the scope and severity of outages, but they introduce variables that utilities need to understand better.   The Super Circuit microgrid installation — a 160-kilowatt natural gas generator, a 40-kilowatt solar array and three lithium-ion batteries that can put out a total of 24 kilowatts of power for two hours, all to be wired into two commercial buildings at Research Ridge technology park in Morgantown — will serve as a laboratory for exploring those variables.   Source: http://www.statejournal.com/story/20393910/wv-super-circuit-to-demonstrate-smart-grid-in-morgantown",24,39.629526,-79.96,,"Electric Bill Management with Renewables, Electric Energy Time Shift, Grid-Connected Commercial (Reliability &amp; Quality), Renewables Capacity Firming, Voltage Support, ",Morgantown,West Virginia,United States,20.12.2012,01.01.2014,01.01.2013,,PJM,Monongahela Power,Investor Owned,Secondary Distribution,,0,Performance metrics not available.,0,0,,,DD.35.YYYY 23:35:37,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
O&#039;Neill Pump-Generating Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The O`Neill Pump-Generating Plant pumps Central Valley Project water for offstream storage.  The O`Neill Pump-Generating Plant consists of an intake channel leading off the Delta-Mendota Canal and six pump-generating units. Normally these units operate as pumps to lift water from 45 to 53 feet into the O`Neill Forebay. Water is occasionally released from the forebay to the Delta-Mendota Canal, and these units then operate as generators. When operating as pumps and motors, each unit can discharge 700 cubic feet per second and has a rating of 6,000 horse-power. When operating as turbines and generators, each unit has a generating capacity of about 4,200 kilowatts.  O`Neill, which operates primarily as a pumping plant only generates part of the year. The authorizing legislation for O`Neill states that power generated at the facility cannot be used for commercial purposes. Therefore, the generation produced at O`Neill is allocated as project-use power for the Central Valley Project and the cost associated with generation is allocated to the irrigation component of Central Valley Project.  Availability Factor: 89.6; Net Generation: 5,404,000 kWh",25200,37.0582786,-120.85,,"Electric Energy Time Shift, Electric Supply Capacity, Frequency Regulation, ",Los Banos,California,United States,,01.01.1973,,,CAISO,,,Transmission,,0,http://www.usbr.gov/projects//ImageServer?imgName=Doc_1240941910659.pdf,0,0,,,DD.45.YYYY 23:45:32,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Flatiron Powerplant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Flatiron Powerplant discharges into Flatiron Reservoir, which regulates the water for release to the foothills storage and distribution system. The afterbay storage in Flatiron Reservoir and the forebay storage in Pinewood Lake enable Flatiron Powerplant to meet daily power loads. The Flatiron reversible pump (Unit 3) lifts water from Flatiron Reservoir, a maximum of 297 feet, and delivers it through Carter Lake pressure conduit and tunnel to Carter Lake. When the flow is reversed, the unit acts as a turbine-generator and produces electric energy.  Flatiron units one and two are on AGC and provide VAR support and are occasionally used for spinning reserve.",8500,40.364905,-105.24,,"Electric Energy Time Shift, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Load Following (Tertiary Balancing), Voltage Support, ",Loveland,Colorado,United States,,01.01.1954,,,N/A,,,Transmission,,0,Performance metrics not available.,0,0,,,DD.52.YYYY 23:52:28,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
McAlpine Circuit CES System,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,"Duke Energy&#039;s Smart Grid Demonstration activities include work in the Envision Energy pilot in Charlotte, North Carolina. The Envision Energy project consists of two substation scale energy storage installations, a one MW solar installation, two community energy storage locations, communication nodes, distribution devices, metering, home energy management systems, residential PV, intelligent EVSE and plug-in vehicles. The residential systems (PV, PEV, EVSE, CES, HEM, and smart appliances) will be installed at five employee homes.  The Purpose of CES Systems is to perform transformer-level peak shaving by integrating with residential level distributed resources and loads. The CES units were reportedly shipped to Duke Energy in July 2011and installed at two utility employee properties in mid-September 2011. The units were previously observed being tested at a Milwaukee plant.  System components include: -24 kWh, 24 kW Superior Lithium Polymer battery -System integration module (S&amp;amp;C) -Interconnection to customer side of distribution transformer.  Source: &quot;Energy Storage and Project Demos&quot; Electric Power Energy Research (EPRI)",50,35,0,,"Electric Bill Management, Grid-Connected Residential (Reliability), ",Charlotte,North Carolina,United States,,DD.09.YYYY,,,N/A,Duke Energy,Investor Owned,Secondary Distribution,Duke Energy,0,Performance metrics not available.,0,0,,,DD.57.YYYY 23:57:52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UC San Diego Panasonic / Sanyo Energy System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,De-Commissioned,"Since July 2011, UCSD has served as the site host to a 30 kW / 30 kWh PV integrated storage system from Panasonic/Sanyo.",30,32.8769207,-117.24,,"Renewables Energy Time Shift, ",La Jolla,California,United States,06.06.2010,01.07.2011,,14.04.2014,CAISO,UC San Diego Microgrid,Cooperative (Customer Owned),Transmission,,0,,0,0,UC San Diego,Public University,DD.01.YYYY 23:01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SCE Irvine Smart Grid Demonstration: RESU,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Southern California Edison (SCE) and its partners will deploy advanced Smart Grid (SG) technologies in an integrated system to be more reliable, secure, economic, efficient, safe, and environmentally friendly. The technology demonstrations will include three main areas: (1) Energy Smart Customer Devices such as smart appliances, home scale energy storage, and photovoltaic (PV) solar systems to achieve Zero Net Energy homes and Zero Grid Impact electric vehicle (EV) charging at work; (2) Year 2020 Distribution System including distribution automation with looped circuit topology, advanced voltage/VAR control, advanced distribution equipment, smart metering, utility-scale storage, and dispatched renewable distributed generation; and (3) a Secure Energy Network to demonstrate end-to-end management of a complex high performance telecommunication system linking the CAISO to SCE’s back office, field networks, and energy smart devices in the home. Other specific aspects of sub-projects include: distribution circuit constraint management, enhanced circuit efficiency and power quality, self-healing circuits, deep grid situational awareness, and end-to-end cyber security and interoperability. The demonstration will be conducted in Irvine, California and will include two 12kV distribution circuits fed by SCE’s MacArthur Substation, residential homes, and EV charging in a parking lot at the University of California, Irvine.  Fourteen residential energy storage units (RESUs) have been installed as part of the Irvine Smart Grid Demonstration (ISGD). Each RESU contains a 4 kilowatt inverter and 10 kilowatt-hours of LG Chem Ltd. automotive-grade lithium-ion batteries, with a total capacity of 56 kW. The RESU provides backup to secure loads in the event of an outage, and couples up to 4 kW of photovoltaic solar panels with the battery. These systems combine a number of control mechanisms to allow valuation of various operating or control modes. The RESUs communicate with SCE SmartConnect Meters and a remote RESU Server to gather published prices, instantaneous demand, Demand Responses, and utility control information. Throughout the two-year demonstration project, the RESUs will be operated in six different operating modes to investigate their value on the customer’s energy usage and SCE’s distribution circuit. The RESUs were commissioned between September 23 and October 1, 2013.",56,33.6387024,-117.84,,"Renewables Capacity Firming, Onsite Renewable Generation Shifting, Electric Bill Management with Renewables, Grid-Connected Residential (Reliability), ",Irvine,California,United States,,01.10.2013,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,Southern California Edison,2,Performance metrics not available.,0,0,"UC Irvine, Electric Power Research Institute (EPRI)",,DD.32.YYYY 22:32:34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
